s,cx,cy,lx,ly,rx,ry
360.761,-3.67848,99.8638,-3.31063,94.8773,-4.04633,104.85
361.261,-4.1766,99.8245,-3.75894,94.842,-4.59426,104.807
361.761,-4.67431,99.7803,-4.20688,94.8022,-5.14174,104.758
362.26,-5.17155,99.7311,-4.65439,94.7579,-5.6887,104.704
362.76,-5.66827,99.6769,-5.10144,94.7092,-6.2351,104.645
363.26,-6.16443,99.6178,-5.54799,94.656,-6.78087,104.58
363.759,-6.65997,99.5537,-5.99397,94.5983,-7.32597,104.509
364.259,-7.15485,99.4847,-6.43936,94.5362,-7.87033,104.433
364.759,-7.64901,99.4107,-6.88411,94.4696,-8.41391,104.352
365.258,-8.14241,99.3318,-7.32817,94.3986,-8.95665,104.265
365.758,-8.63499,99.248,-7.77149,94.3231,-9.49849,104.173
366.258,-9.12671,99.1592,-8.21404,94.2432,-10.0394,104.075
366.757,-9.61752,99.0656,-8.65577,94.1589,-10.5793,103.972
367.257,-10.1074,98.967,-9.09664,94.0702,-11.1181,103.864
367.757,-10.5962,98.8636,-9.53659,93.9771,-11.6558,103.75
368.256,-11.084,98.7552,-9.9756,93.8796,-12.1924,103.631
368.756,-11.5707,98.642,-10.4136,93.7778,-12.7277,103.506
369.256,-12.0562,98.524,-10.8506,93.6715,-13.2618,103.376
369.755,-12.5405,98.4011,-11.2865,93.5609,-13.7946,103.241
370.255,-13.0236,98.2733,-11.7212,93.4459,-14.3259,103.101
370.755,-13.5053,98.1408,-12.1548,93.3266,-14.8559,102.955
371.254,-13.9858,98.0034,-12.5872,93.203,-15.3843,102.804
371.754,-14.4648,97.8613,-13.0183,93.0751,-15.9112,102.647
372.254,-14.9423,97.7143,-13.4481,92.9428,-16.4366,102.486
372.754,-15.4184,97.5626,-13.8766,92.8063,-16.9603,102.319
373.253,-15.893,97.4062,-14.3037,92.6655,-17.4823,102.147
373.753,-16.3659,97.245,-14.7293,92.5204,-18.0025,101.97
374.253,-16.8372,97.0791,-15.1535,92.3711,-18.521,101.787
374.752,-17.3069,96.9085,-15.5762,92.2175,-19.0376,101.599
375.252,-17.7748,96.7332,-15.9973,92.0598,-19.5523,101.407
375.752,-18.2409,96.5532,-16.4168,91.8978,-20.065,101.209
376.251,-18.7052,96.3686,-16.8347,91.7317,-20.5758,101.006
376.751,-19.1677,96.1793,-17.2509,91.5613,-21.0845,100.797
377.251,-19.6282,95.9855,-17.6654,91.3869,-21.591,100.584
377.75,-20.0868,95.787,-18.0781,91.2083,-22.0955,100.366
378.25,-20.5433,95.584,-18.489,91.0256,-22.5977,100.143
378.75,-20.9979,95.3765,-18.8981,90.8387,-23.0976,99.9142
379.249,-21.4503,95.1644,-19.3053,90.6478,-23.5953,99.6809
379.749,-21.9006,94.9477,-19.7105,90.4529,-24.0906,99.4426
380.249,-22.3486,94.7266,-20.1138,90.2539,-24.5835,99.1994
380.748,-22.7945,94.5011,-20.515,90.0509,-25.0739,98.9513
381.248,-23.2381,94.2711,-20.9143,89.8439,-25.5619,98.6982
381.748,-23.6793,94.0366,-21.3114,89.6329,-26.0473,98.4404
382.247,-24.1182,93.7978,-21.7064,89.4179,-26.53,98.1776
382.747,-24.5547,93.5546,-22.0992,89.1991,-27.0102,97.9101
383.247,-24.9887,93.307,-22.4899,88.9763,-27.4876,97.6378
383.746,-25.4203,93.0552,-22.8782,88.7496,-27.9623,97.3607
384.246,-25.8493,92.799,-23.2643,88.519,-28.4342,97.0789
384.746,-26.2757,92.5385,-23.6481,88.2846,-28.9033,96.7924
385.245,-26.6995,92.2738,-24.0295,88.0464,-29.3694,96.5013
385.745,-27.1206,92.0049,-24.4085,87.8043,-29.8327,96.2055
386.245,-27.539,91.7318,-24.7851,87.5585,-30.2929,95.905
386.744,-27.9547,91.4545,-25.1592,87.309,-30.7502,95.6
387.244,-28.3676,91.1731,-25.5308,87.0557,-31.2043,95.2904
387.744,-28.7776,90.8875,-25.8998,86.7987,-31.6554,94.9763
388.243,-29.1848,90.5979,-26.2663,86.538,-32.1033,94.6578
388.743,-29.589,90.3042,-26.6301,86.2737,-32.5479,94.3347
389.243,-29.9903,90.0065,-26.9913,86.0058,-32.9894,94.0072
389.742,-30.3886,89.7048,-27.3498,85.7343,-33.4275,93.6754
390.242,-30.7839,89.3992,-27.7055,85.4592,-33.8623,93.3391
390.742,-31.1761,89.0896,-28.0585,85.1805,-34.2937,92.9986
391.241,-31.5652,88.7761,-28.4087,84.8984,-34.7217,92.6537
391.741,-31.9511,88.4587,-28.756,84.6127,-35.1462,92.3046
392.241,-32.3338,88.1375,-29.1005,84.3236,-35.5672,91.9513
392.74,-32.7134,87.8124,-29.442,84.0311,-35.9847,91.5938
393.24,-33.0896,87.4836,-29.7806,83.7352,-36.3986,91.2321
393.74,-33.4625,87.1511,-30.1163,83.4359,-36.8088,90.8663
394.239,-33.8321,86.8148,-30.4489,83.1333,-37.2153,90.4964
394.739,-34.1983,86.4749,-30.7785,82.8273,-37.6182,90.1225
395.239,-34.5612,86.1313,-31.105,82.5181,-38.0173,89.7445
395.738,-34.9205,85.7842,-31.4285,82.2057,-38.4126,89.3626
396.238,-35.2764,85.4334,-31.7487,81.89,-38.804,88.9768
396.738,-35.6287,85.0791,-32.0658,81.5711,-39.1916,88.5871
397.237,-35.9775,84.7213,-32.3797,81.2491,-39.5752,88.1935
397.737,-36.3227,84.36,-32.6904,80.924,-39.9549,87.7961
398.237,-36.6642,83.9954,-32.9978,80.5957,-40.3307,87.395
398.736,-37.0021,83.6273,-33.3019,80.2645,-40.7023,86.9901
399.236,-37.3363,83.2558,-33.6027,79.9302,-41.07,86.5815
399.736,-37.6668,82.881,-33.9001,79.5929,-41.4335,86.1692
400.235,-37.9935,82.503,-34.1942,79.2526,-41.7929,85.7534
400.735,-38.3165,82.1217,-34.4848,78.9094,-42.1481,85.3339
401.235,-38.6355,81.7372,-34.772,78.5634,-42.4991,84.911
401.734,-38.9508,81.3495,-35.0557,78.2145,-42.8459,84.4845
402.234,-39.2621,80.9587,-35.3359,77.8627,-43.1883,84.0546
402.734,-39.5695,80.5648,-35.6126,77.5082,-43.5265,83.6213
403.233,-39.873,80.1678,-35.8857,77.151,-43.8603,83.1847
403.733,-40.1725,79.7679,-36.1553,76.791,-44.1898,82.7447
404.233,-40.468,79.3649,-36.4212,76.4284,-44.5148,82.3015
404.732,-40.7594,78.9591,-36.6835,76.0631,-44.8354,81.855
405.232,-41.0468,78.5503,-36.9421,75.6952,-45.1515,81.4054
405.732,-41.3301,78.1387,-37.1971,75.3247,-45.4631,80.9526
406.231,-41.6092,77.7242,-37.4483,74.9517,-45.7701,80.4967
406.731,-41.8842,77.3071,-37.6958,74.5763,-46.0726,80.0378
407.231,-42.155,76.8871,-37.9395,74.1983,-46.3705,79.5759
407.73,-42.4216,76.4645,-38.1794,73.818,-46.6637,79.111
408.23,-42.6839,76.0393,-38.4155,73.4353,-46.9523,78.6433
408.73,-42.942,75.6114,-38.6478,73.0502,-47.2362,78.1726
409.229,-43.1958,75.181,-38.8762,72.6628,-47.5154,77.6992
409.729,-43.4453,74.7481,-39.1008,72.2732,-47.7898,77.223
410.229,-43.6905,74.3127,-39.3214,71.8814,-48.0595,76.744
410.728,-43.9313,73.8749,-39.5381,71.4873,-48.3244,76.2624
411.228,-44.1677,73.4347,-39.7509,71.0911,-48.5844,75.7782
411.728,-44.3996,72.9921,-39.9597,70.6928,-48.8396,75.2914
412.227,-44.6272,72.5473,-40.1645,70.2925,-49.0899,74.8021
412.727,-44.8503,72.1002,-40.3653,69.8901,-49.3353,74.3103
413.227,-45.0689,71.6509,-40.562,69.4857,-49.5758,73.816
413.726,-45.283,71.1994,-40.7547,69.0794,-49.8113,73.3194
414.226,-45.4926,70.7458,-40.9434,68.6712,-50.0419,72.8205
414.726,-45.6977,70.2902,-41.1279,68.2611,-50.2675,72.3193
415.225,-45.8982,69.8325,-41.3084,67.8492,-50.488,71.8158
415.725,-46.0941,69.3728,-41.4847,67.4355,-50.7035,71.3102
416.225,-46.2854,68.9112,-41.6569,67.02,-50.9139,70.8024
416.724,-46.4721,68.4478,-41.8249,66.6029,-51.1193,70.2926
417.224,-46.6541,67.9824,-41.9887,66.1841,-51.3195,69.7807
417.724,-46.8315,67.5153,-42.1483,65.7637,-51.5146,69.2669
418.223,-47.0042,67.0464,-42.3038,65.3417,-51.7046,68.7511
418.723,-47.1722,66.5759,-42.455,64.9182,-51.8894,68.2335
419.223,-47.3355,66.1036,-42.6019,64.4932,-52.069,67.7141
419.722,-47.4941,65.6298,-42.7447,64.0667,-52.2435,67.1928
420.222,-47.6479,65.1544,-42.8831,63.6389,-52.4127,66.6699
420.722,-47.797,64.6775,-43.0173,63.2097,-52.5767,66.1453
421.221,-47.9413,64.1991,-43.1471,62.7791,-52.7354,65.6191
421.721,-48.0808,63.7193,-43.2727,62.3473,-52.8888,65.0913
422.221,-48.2155,63.2381,-43.3939,61.9142,-53.037,64.562
422.72,-48.3454,62.7556,-43.5108,61.48,-53.1799,64.0313
423.22,-48.4704,62.2719,-43.6234,61.0446,-53.3175,63.4991
423.72,-48.5907,61.7869,-43.7316,60.6081,-53.4497,62.9657
424.219,-48.706,61.3007,-43.8354,60.1706,-53.5766,62.4309
424.719,-48.8165,60.8134,-43.9349,59.732,-53.6982,61.8948
425.219,-48.9222,60.3251,-44.0299,59.2925,-53.8144,61.3576
425.718,-49.0229,59.8357,-44.1206,58.852,-53.9252,60.8193
426.218,-49.1188,59.3453,-44.2069,58.4107,-54.0306,60.2799
426.718,-49.2097,58.8539,-44.2887,57.9685,-54.1307,59.7394
427.217,-49.2957,58.3617,-44.3662,57.5255,-54.2253,59.198
427.717,-49.3768,57.8687,-44.4392,57.0818,-54.3145,58.6556
428.217,-49.453,57.3749,-44.5077,56.6373,-54.3983,58.1124
428.717,-49.5242,56.8803,-44.5718,56.1922,-54.4767,57.5684
429.216,-49.5905,56.3851,-44.6315,55.7465,-54.5496,57.0236
429.716,-49.6519,55.8892,-44.6867,55.3002,-54.6171,56.4782
430.216,-49.7083,55.3927,-44.7374,54.8533,-54.6791,55.932
430.715,-49.7597,54.8957,-44.7837,54.406,-54.7356,55.3853
431.215,-49.8061,54.3982,-44.8255,53.9583,-54.7867,54.8381
431.715,-49.8476,53.9002,-44.8628,53.5101,-54.8324,54.2903
432.214,-49.8841,53.4019,-44.8957,53.0616,-54.8725,53.7422
432.714,-49.9156,52.9032,-44.924,52.6128,-54.9072,53.1936
433.214,-49.9421,52.4043,-44.9479,52.1638,-54.9363,52.6448
433.713,-49.9637,51.9051,-44.9673,51.7145,-54.96,52.0956
434.213,-49.9802,51.4057,-44.9822,51.265,-54.9782,51.5463
434.713,-49.9918,50.9061,-44.9926,50.8154,-54.991,50.9968
435.212,-49.9983,50.4065,-44.9985,50.3658,-54.9982,50.4472
435.712,-49.9999,49.9068,-44.9999,49.9161,-54.9999,49.8976
436.212,-49.9965,49.4072,-44.9968,49.4664,-54.9961,49.348
436.711,-49.9881,48.9076,-44.9893,49.0168,-54.9869,48.7984
437.211,-49.9747,48.4081,-44.9772,48.5672,-54.9721,48.249
437.711,-49.9563,47.9088,-44.9607,48.1178,-54.9519,47.6997
438.21,-49.9329,47.4097,-44.9396,47.6686,-54.9262,47.1507
438.71,-49.9045,46.9108,-44.9141,47.2196,-54.895,46.6019
439.21,-49.8712,46.4122,-44.884,46.7709,-54.8583,46.0535
439.709,-49.8328,45.914,-44.8495,46.3226,-54.8161,45.5055
440.209,-49.7895,45.4163,-44.8106,45.8746,-54.7685,44.958
440.709,-49.7412,44.9189,-44.7671,45.427,-54.7154,44.4109
441.208,-49.688,44.4221,-44.7192,44.9798,-54.6568,43.8644
441.708,-49.6298,43.9258,-44.6668,44.5332,-54.5927,43.3185
442.208,-49.5666,43.4302,-44.6099,44.0871,-54.5233,42.7733
442.707,-49.4985,42.9352,-44.5486,43.6416,-54.4483,42.2288
443.207,-49.4254,42.4409,-44.4829,43.1967,-54.3679,41.685
443.707,-49.3474,41.9473,-44.4127,42.7525,-54.2821,41.1421
444.206,-49.2645,41.4546,-44.338,42.3091,-54.1909,40.6001
444.706,-49.1766,40.9627,-44.259,41.8664,-54.0943,40.0591
445.206,-49.0839,40.4717,-44.1755,41.4245,-53.9923,39.519
445.705,-48.9862,39.9817,-44.0876,40.9835,-53.8848,38.9799
446.205,-48.8837,39.4927,-43.9953,40.5433,-53.772,38.442
446.705,-48.7762,39.0047,-43.8986,40.1042,-53.6538,37.9052
447.204,-48.6639,38.5178,-43.7975,39.666,-53.5303,37.3697
447.704,-48.5467,38.0321,-43.6921,39.2288,-53.4014,36.8354
448.204,-48.4247,37.5475,-43.5823,38.7927,-53.2672,36.3024
448.703,-48.2979,37.0642,-43.4681,38.3577,-53.1277,35.7707
449.203,-48.1662,36.5822,-43.3496,37.9239,-52.9828,35.2405
449.703,-48.0297,36.1016,-43.2267,37.4913,-52.8327,34.7118
450.202,-47.8884,35.6223,-43.0996,37.06,-52.6773,34.1846
450.702,-47.7424,35.1444,-42.9681,36.6299,-52.5166,33.659
451.202,-47.5915,34.6681,-42.8324,36.2012,-52.3507,33.135
451.701,-47.436,34.1933,-42.6924,35.7739,-52.1796,32.6127
452.201,-47.2756,33.72,-42.5481,35.3479,-52.0032,32.0921
452.701,-47.1106,33.2484,-42.3995,34.9235,-51.8217,31.5733
453.2,-46.9408,32.7784,-42.2468,34.5005,-51.6349,31.0564
453.7,-46.7664,32.3102,-42.0898,34.0791,-51.4431,30.5413
454.2,-46.5873,31.8437,-41.9286,33.6593,-51.246,30.0282
454.699,-46.4035,31.3791,-41.7632,33.2411,-51.0439,29.5171
455.199,-46.2152,30.9163,-41.5936,32.8246,-50.8367,29.008
455.699,-46.0221,30.4554,-41.4199,32.4098,-50.6244,28.501
456.198,-45.8245,29.9965,-41.2421,31.9968,-50.407,27.9962
456.698,-45.6224,29.5395,-41.0601,31.5855,-50.1846,27.4936
457.198,-45.4156,29.0847,-40.8741,31.1761,-49.9572,26.9932
457.697,-45.2044,28.6318,-40.6839,30.7686,-49.7248,26.4951
458.197,-44.9886,28.1812,-40.4897,30.363,-49.4874,25.9994
458.697,-44.7683,27.7327,-40.2915,29.9593,-49.2451,25.506
459.196,-44.5435,27.2864,-40.0892,29.5577,-48.9979,25.0151
459.696,-44.3143,26.8424,-39.8829,29.1581,-48.7458,24.5267
460.196,-44.0807,26.4007,-39.6726,28.7606,-48.4888,24.0409
460.695,-43.8427,25.9614,-39.4584,28.3652,-48.227,23.5576
461.195,-43.6003,25.5245,-39.2403,27.972,-47.9603,23.077
461.695,-43.3535,25.09,-39.0182,27.5809,-47.6889,22.5991
462.194,-43.1024,24.658,-38.7922,27.1921,-47.4127,22.1239
462.694,-42.847,24.2285,-38.5623,26.8056,-47.1317,21.6514
463.194,-42.5874,23.8016,-38.3286,26.4214,-46.8461,21.1819
463.693,-42.3234,23.3774,-38.0911,26.0395,-46.5558,20.7152
464.193,-42.0553,22.9557,-37.8498,25.6601,-46.2608,20.2514
464.693,-41.7829,22.5368,-37.6046,25.2831,-45.9612,19.7906
465.192,-41.5064,22.1206,-37.3558,24.9085,-45.6571,19.3328
465.692,-41.2257,21.7073,-37.1032,24.5365,-45.3483,18.878
466.192,-40.941,21.2967,-36.8469,24.1669,-45.0351,18.4264
466.691,-40.6521,20.889,-36.5869,23.8,-44.7173,17.978
467.191,-40.3591,20.4842,-36.3232,23.4357,-44.3951,17.5327
467.691,-40.0622,20.0824,-36.056,23.074,-44.0684,17.0907
468.19,-39.7612,19.6835,-35.7851,22.7151,-43.7373,16.6519
468.69,-39.4563,19.2877,-35.5106,22.3588,-43.4019,16.2165
469.19,-39.1474,18.8949,-35.2327,22.0053,-43.0621,15.7845
469.689,-38.8346,18.5052,-34.9511,21.6546,-42.7181,15.3558
470.189,-38.5179,18.1187,-34.6661,21.3068,-42.3697,14.9307
470.689,-38.1974,17.7354,-34.3777,20.9618,-42.0172,14.509
471.188,-37.8731,17.3553,-34.0858,20.6197,-41.6604,14.0909
471.688,-37.545,16.9785,-33.7905,20.2805,-41.2995,13.6764
472.188,-37.2131,16.6049,-33.4918,19.9443,-40.9344,13.2655
472.687,-36.8776,16.2347,-33.1898,19.6112,-40.5653,12.8582
473.187,-36.5383,15.8679,-32.8845,19.281,-40.1921,12.4547
473.687,-36.1954,15.5044,-32.5759,18.9539,-39.8149,12.0549
474.186,-35.8489,15.1444,-32.264,18.6299,-39.4338,11.659
474.686,-35.4988,14.7879,-31.9489,18.3091,-39.0486,11.2668
475.186,-35.1451,14.435,-31.6306,17.9914,-38.6596,10.8785
475.685,-34.788,14.0855,-31.3092,17.6769,-38.2668,10.4941
476.185,-34.4273,13.7397,-30.9846,17.3656,-37.8701,10.1137
476.685,-34.0633,13.3974,-30.6569,17.0576,-37.4696,9.73725
477.184,-33.6958,13.0589,-30.3262,16.7529,-37.0654,9.36482
477.684,-33.325,12.724,-29.9925,16.4515,-36.6575,8.99645
478.184,-32.9508,12.3928,-29.6557,16.1535,-36.2459,8.63217
478.683,-32.5733,12.0654,-29.316,15.8588,-35.8307,8.27202
479.183,-32.1926,11.7418,-28.9734,15.5675,-35.4119,7.91604
479.683,-31.8087,11.422,-28.6278,15.2797,-34.9896,7.56426
480.182,-31.4216,11.106,-28.2794,14.9954,-34.5638,7.21672
480.682,-31.0314,10.794,-27.9282,14.7145,-34.1345,6.87345
481.182,-30.638,10.4858,-27.5742,14.4372,-33.7018,6.53449
481.681,-30.2416,10.1816,-27.2175,14.1634,-33.2658,6.19987
482.181,-29.8422,9.88141,-26.858,13.8932,-32.8264,5.86963
482.681,-29.4398,9.5852,-26.4958,13.6266,-32.3838,5.54379
483.18,-29.0345,9.29302,-26.131,13.3636,-31.9379,5.22239
483.68,-28.6262,9.0049,-25.7636,13.1043,-31.4889,4.90546
484.18,-28.2152,8.72088,-25.3936,12.8487,-31.0367,4.59304
484.679,-27.8012,8.44098,-25.0211,12.5968,-30.5814,4.28515
485.179,-27.3845,8.16523,-24.6461,12.3486,-30.123,3.98183
485.679,-26.9651,7.89366,-24.2686,12.1042,-29.6616,3.6831
486.179,-26.543,7.62629,-23.8887,11.8636,-29.1973,3.389
486.678,-26.1182,7.36316,-23.5064,11.6268,-28.7301,3.09955
487.178,-25.6909,7.10428,-23.1218,11.3938,-28.26,2.81478
487.678,-25.2609,6.84969,-22.7348,11.1646,-27.787,2.53473
488.177,-24.8285,6.59941,-22.3456,10.9394,-27.3113,2.25942
488.677,-24.3935,6.35346,-21.9542,10.718,-26.8329,1.98888
489.177,-23.9561,6.11187,-21.5605,10.5006,-26.3517,1.72313
489.676,-23.5164,5.87466,-21.1647,10.2871,-25.868,1.4622
490.176,-23.0742,5.64186,-20.7668,10.0776,-25.3817,1.20612
490.676,-22.6298,5.41349,-20.3668,9.87207,-24.8928,0.95491
491.175,-22.1831,5.18957,-19.9648,9.67054,-24.4014,0.708599
491.675,-21.7342,4.97013,-19.5608,9.47304,-23.9076,0.467211
492.175,-21.2832,4.75518,-19.1548,9.27959,-23.4115,0.23077
492.674,-20.83,4.54475,-18.747,9.0902,-22.913,-0.000700692
493.174,-20.3747,4.33886,-18.3372,8.9049,-22.4121,-0.227178
493.674,-19.9174,4.13753,-17.9256,8.72371,-21.9091,-0.44864
494.173,-19.4581,3.94078,-17.5123,8.54663,-21.4039,-0.665064
494.673,-18.9968,3.74864,-17.0971,8.3737,-20.8965,-0.876427
495.173,-18.5337,3.56111,-16.6803,8.20492,-20.387,-1.08271
495.672,-18.0687,3.37821,-16.2618,8.04032,-19.8756,-1.28389
496.172,-17.6019,3.19998,-15.8417,7.87991,-19.3621,-1.47995
496.672,-17.1333,3.02641,-15.42,7.7237,-18.8467,-1.67087
497.171,-16.6631,2.85754,-14.9968,7.57171,-18.3294,-1.85663
497.671,-16.1911,2.69338,-14.572,7.42397,-17.8103,-2.03721
498.171,-15.7176,2.53394,-14.1458,7.28047,-17.2894,-2.21259
498.67,-15.2425,2.37924,-13.7182,7.14124,-16.7667,-2.38276
499.17,-14.7658,2.2293,-13.2893,7.00629,-16.2424,-2.5477
499.67,-14.2877,2.08412,-12.859,6.87564,-15.7165,-2.70739
500.169,-13.8082,1.94373,-12.4274,6.74929,-15.189,-2.86182
500.669,-13.3273,1.80815,-11.9945,6.62726,-14.66,-3.01097
501.169,-12.845,1.67737,-11.5605,6.50956,-14.1295,-3.15482
501.668,-12.3615,1.55142,-11.1253,6.3962,-13.5976,-3.29336
502.168,-11.8767,1.43031,-10.689,6.2872,-13.0644,-3.42659
502.668,-11.3908,1.31405,-10.2517,6.18257,-12.5298,-3.55448
503.167,-10.9037,1.20265,-9.8133,6.08231,-11.994,-3.67702
503.667,-10.4155,1.09612,-9.37394,5.98644,-11.457,-3.79419
504.167,-9.92627,0.994478,-8.93364,5.89496,-10.9189,-3.906
504.666,-9.43606,0.89773,-8.49245,5.80788,-10.3797,-4.01242
505.166,-8.9449,0.805885,-8.05041,5.72522,-9.83939,-4.11345
505.666,-8.45286,0.718953,-7.60757,5.64698,-9.29814,-4.20908
506.165,-7.95997,0.636942,-7.16397,5.57317,-8.75596,-4.29929
506.665,-7.46628,0.559861,-6.71965,5.5038,-8.21291,-4.38408
507.165,-6.97185,0.487718,-6.27466,5.43887,-7.66903,-4.46344
507.664,-6.47672,0.420519,-5.82905,5.37839,-7.12439,-4.53736
508.164,-5.98094,0.358271,-5.38285,5.32237,-6.57904,-4.60583
508.664,-5.48457,0.300981,-4.93611,5.27081,-6.03303,-4.66885
509.163,-4.98765,0.248654,-4.48889,5.22372,-5.48642,-4.72641
509.663,-4.49023,0.201296,-4.04121,5.18109,-4.93926,-4.7785
510.163,-3.99237,0.15891,-3.59313,5.14295,-4.3916,-4.82513
510.662,-3.4941,0.121502,-3.14469,5.10928,-3.84351,-4.86627
511.162,-2.99549,0.0890755,-2.69594,5.08009,-3.29504,-4.90194
511.662,-2.49657,0.0616331,-2.24692,5.0554,-2.74623,-4.93213
512.161,-1.99741,0.0391778,-1.79767,5.03519,-2.19715,-4.95683
512.661,-1.49805,0.0217119,-1.34824,5.01947,-1.64785,-4.97604
513.161,-0.998538,0.00923714,-0.898684,5.00824,-1.09839,-4.98977
513.66,-0.498927,0.0017547,-0.449034,5.00151,-0.548819,-4.998
514.16,0.000734644,-0.000734636,0.00066118,4.99927,0.000808108,-5.00073
